node_id,lat,lon,addr:housenumber,addr:postcode,addr:street,building,building:levels,denomination,historic,landuse,leisure,tourism,sport,area
80671028,28.546929,-81.3778221,332,,Magnolia Avenue,,,,,,,,,
80671029,28.5458859,-81.3782003,,,,,,,,,,,,
80671030,28.5458934,-81.3779671,,,,,,,,,,,,
80671032,28.5465053,-81.3779764,320,,Magnolia Avenue,,,,,,,,,
80671033,28.5459575,-81.3777493,47 E,32801,Robinson Street,post_office,,,,,,,,
80671034,28.5459453,-81.3783928,,,,,,,,,,,,
80671213,28.5473423,-81.3784499,30,,Robinson Street,,,,,,,,,
80858262,28.5415114,-81.3784481,25,,Pine Street,,,,,,,,,
80858263,28.5414868,-81.378354,29,,Pine Street,,,,,,,,,
80858264,28.5419125,-81.37825,,,,,,,,,,,,
80858346,28.5422925,-81.378441,,,,,,,,,,,,
80858347,28.5422918,-81.3785826,,,,,,,,,,,,
80858348,28.5414885,-81.3781521,,,,,,,,,,,,
80858349,28.5414875,-81.3782716,,,,,,,,,,,,
80858350,28.5414863,-81.3784086,27,,Pine Street,,,,,,,,,
80858351,28.5424845,-81.378586,,,,,,,,,,,,
80858352,28.5424851,-81.3784629,,,,,,,,,,,,
80858720,28.5432166,-81.3785276,,,,,,,,,,,,
80859082,28.5444641,-81.3769,,,,,,,,,,,,
80859083,28.5444416,-81.3770523,,,,,,,,,,,,
80859088,28.5430987,-81.3766949,,,,,,,,,,,,
80859090,28.5431103,-81.3761246,,,,,,,,,,,,
80859093,28.5434209,-81.3761996,,,,,,,,,,,,
80859109,28.545453,-81.3769666,,,,,,,,,,,,
80860023,28.5443268,-81.376353,,,,,,,,,,,,
80860024,28.5451318,-81.3763812,,,,,,,,,,,,
80860025,28.5454201,-81.3754106,,,,bank,13,,,,,,,
80860026,28.5459413,-81.3762664,,,,,,,,,,,,
80860027,28.5463088,-81.3763543,,,,parking,,,,,,,,
80860059,28.541752,-81.3768529,,,,parking,,,,,,,,
80860061,28.540869,-81.3762098,,,,place_of_worship,,,,,,,,
80861844,28.5424287,-81.3753057,,,,,,,,,,,,
80861861,28.5417512,-81.3755161,,,,,7,,,,,hotel,,
80861865,28.5417883,-81.3748851,,,,,15,,,,,,,
